Start,Duration,Pitch,Velocity,Instrument
1.0,8.0,62,127,instrument
1.0,8.0,66,127,instrument
1.0,8.0,69,127,instrument
9.0,4.0,64,127,instrument
9.0,4.0,67,127,instrument
9.0,4.0,70,127,instrument
9.0,4.0,74,127,instrument
13.0,4.0,64,127,instrument
13.0,4.0,68,127,instrument
13.0,4.0,71,127,instrument
13.0,4.0,74,127,instrument
17.0,4.0,62,127,instrument
17.0,4.0,66,127,instrument
17.0,4.0,69,127,instrument
21.0,2.0,69,127,instrument
21.0,2.0,74,127,instrument
21.0,2.0,76,127,instrument
23.0,2.0,69,127,instrument
23.0,2.0,73,127,instrument
23.0,2.0,76,127,instrument
25.0,8.0,62,127,instrument
25.0,8.0,66,127,instrument
25.0,8.0,69,127,instrument
33.0,8.0,64,127,instrument
33.0,8.0,67,127,instrument
33.0,8.0,70,127,instrument
33.0,8.0,74,127,instrument
41.0,4.0,64,127,instrument
41.0,4.0,68,127,instrument
41.0,4.0,71,127,instrument
41.0,4.0,74,127,instrument
45.0,2.0,62,127,instrument
45.0,2.0,66,127,instrument
45.0,2.0,69,127,instrument
47.0,2.0,71,127,instrument
47.0,2.0,75,127,instrument
47.0,2.0,78,127,instrument
47.0,2.0,81,127,instrument
47.0,2.0,84,127,instrument
49.0,2.0,64,127,instrument
49.0,2.0,67,127,instrument
49.0,2.0,71,127,instrument
51.0,2.0,69,127,instrument
51.0,2.0,73,127,instrument
51.0,2.0,76,127,instrument
51.0,2.0,79,127,instrument
51.0,2.0,82,127,instrument
53.0,2.0,62,127,instrument
53.0,2.0,66,127,instrument
53.0,2.0,69,127,instrument
55.0,2.0,69,127,instrument
55.0,2.0,73,127,instrument
55.0,2.0,76,127,instrument
55.0,2.0,79,127,instrument
57.0,4.0,62,127,instrument
57.0,4.0,66,127,instrument
57.0,4.0,69,127,instrument
61.0,4.0,62,127,instrument
61.0,4.0,65,127,instrument
61.0,4.0,69,127,instrument
65.0,2.0,69,127,instrument
65.0,2.0,74,127,instrument
65.0,2.0,76,127,instrument
65.0,2.0,82,127,instrument
67.0,2.0,69,127,instrument
67.0,2.0,73,127,instrument
67.0,2.0,76,127,instrument
67.0,2.0,79,127,instrument
69.0,8.0,62,127,instrument
69.0,8.0,66,127,instrument
69.0,8.0,69,127,instrument
77.0,1.6800000000000068,67,127,instrument
77.0,1.6800000000000068,71,127,instrument
77.0,1.6800000000000068,74,127,instrument
78.68,0.3199999999999932,64,127,instrument
78.68,0.3199999999999932,68,127,instrument
78.68,0.3199999999999932,71,127,instrument
78.68,0.3199999999999932,74,127,instrument
79.0,2.0,69,127,instrument
79.0,2.0,72,127,instrument
79.0,2.0,76,127,instrument
81.0,1.0,62,127,instrument
81.0,1.0,66,127,instrument
81.0,1.0,69,127,instrument
81.0,1.0,72,127,instrument
82.0,3.0,67,127,instrument
82.0,3.0,71,127,instrument
82.0,3.0,74,127,instrument
85.0,1.6800000000000068,67,127,instrument
85.0,1.6800000000000068,71,127,instrument
85.0,1.6800000000000068,74,127,instrument
86.68,0.3199999999999932,64,127,instrument
86.68,0.3199999999999932,68,127,instrument
86.68,0.3199999999999932,71,127,instrument
86.68,0.3199999999999932,74,127,instrument
87.0,2.0,69,127,instrument
87.0,2.0,72,127,instrument
87.0,2.0,76,127,instrument
89.0,1.0,62,127,instrument
89.0,1.0,66,127,instrument
89.0,1.0,69,127,instrument
89.0,1.0,72,127,instrument
90.0,3.0,67,127,instrument
90.0,3.0,71,127,instrument
90.0,3.0,74,127,instrument
93.0,2.0,64,127,instrument
93.0,2.0,68,127,instrument
93.0,2.0,71,127,instrument
93.0,2.0,74,127,instrument
93.0,2.0,77,127,instrument
95.0,2.0,69,127,instrument
95.0,2.0,72,127,instrument
95.0,2.0,76,127,instrument
97.0,2.0,62,127,instrument
97.0,2.0,66,127,instrument
97.0,2.0,69,127,instrument
97.0,2.0,72,127,instrument
99.0,2.0,67,127,instrument
99.0,2.0,71,127,instrument
99.0,2.0,74,127,instrument
101.0,2.0,69,127,instrument
101.0,2.0,73,127,instrument
101.0,2.0,76,127,instrument
101.0,2.0,79,127,instrument
103.0,2.0,62,127,instrument
103.0,2.0,66,127,instrument
103.0,2.0,69,127,instrument
105.0,8.0,62,127,instrument
105.0,8.0,66,127,instrument
105.0,8.0,69,127,instrument
113.0,8.0,69,127,instrument
113.0,8.0,73,127,instrument
113.0,8.0,76,127,instrument
113.0,8.0,79,127,instrument
113.0,8.0,82,127,instrument
121.0,8.0,62,127,instrument
121.0,8.0,66,127,instrument
121.0,8.0,69,127,instrument
129.0,8.0,64,127,instrument
129.0,8.0,67,127,instrument
129.0,8.0,70,127,instrument
129.0,8.0,74,127,instrument
137.0,4.0,64,127,instrument
137.0,4.0,68,127,instrument
137.0,4.0,71,127,instrument
137.0,4.0,74,127,instrument
141.0,2.0,62,127,instrument
141.0,2.0,65,127,instrument
141.0,2.0,69,127,instrument
143.0,2.0,65,127,instrument
143.0,2.0,69,127,instrument
143.0,2.0,72,127,instrument
145.0,3.0,70,127,instrument
145.0,3.0,74,127,instrument
145.0,3.0,77,127,instrument
148.0,1.0,67,127,instrument
148.0,1.0,70,127,instrument
148.0,1.0,74,127,instrument
149.0,3.0,62,127,instrument
149.0,3.0,66,127,instrument
149.0,3.0,69,127,instrument
152.0,1.0,67,127,instrument
152.0,1.0,71,127,instrument
152.0,1.0,74,127,instrument
153.0,1.0,62,127,instrument
